1	N	48
1	J	48
1	R	48
2	N	49
2	J	49
2	R	49
1	R	51
1	W	51
2	R	51
3	N	64
3	J	64
3	R	65
2	R	68
3	R	70
2	R	72
3	R	73
2	R	73
1	J	74
1	R	74
2	E	74
4	N	75
4	J	75
4	R	75
1	R	77
1	W	77
4	R	77
5	N	108
5	J	108
5	R	109
4	R	111
5	R	111
4	R	111
5	E	112
0	R	117
4	R	2884
0	R	2884
4	R	2944
0	R	2944
4	R	3024
0	R	3024
3	J	3071
3	R	3071
0	R	3071
4	R	3102
0	R	3103
4	R	3314
0	R	3314
4	R	3406
0	R	3406
4	R	3456
0	R	3456
4	R	3536
0	R	3536
4	R	3598
0	R	3604
4	R	3695
0	R	3695
4	R	4487
6	N	4489
6	J	4489
6	R	4489
7	N	4491
7	J	4491
7	R	4491
4	R	4492
4	W	4492
7	R	4492
8	N	4493
8	J	4493
8	R	4493
6	R	4494
9	N	4494
9	J	4494
6	W	4494
9	R	4494
8	R	4496
7	R	4497
7	W	4497
9	R	4497
8	R	4498
9	R	4499
8	R	4500
9	R	4501
8	R	4502
9	R	4503
8	R	4504
9	R	4505
8	R	4506
9	R	4507
8	R	4508
9	R	4509
8	R	4510
9	R	4511
8	R	4512
9	R	4513
8	R	4514
9	R	4515
8	R	4516
9	R	4517
8	R	4518
9	R	4519
8	R	4520
9	R	4521
8	R	4522
9	R	4523
8	R	4524
9	R	4525
8	R	4526
9	R	4527
8	R	4528
9	R	4529
8	R	4530
9	R	4531
8	R	4532
9	R	4533
8	R	4534
9	R	4535
8	R	4536
9	R	4537
8	R	4538
9	R	4539
8	R	4540
9	R	4541
8	R	4542
9	R	4543
8	R	4544
9	R	4545
8	R	4546
9	R	4547
8	R	4548
9	R	4549
8	R	4550
9	R	4551
8	R	4552
9	R	4553
8	R	4554
9	R	4555
8	R	4556
9	R	4557
8	R	4558
9	R	4559
8	R	4560
9	R	4561
8	R	4562
9	R	4563
8	R	4564
9	R	4565
8	R	4566
9	R	4567
8	R	4568
9	R	4569
8	R	4570
9	R	4571
8	R	4572
9	R	4573
8	R	4574
9	R	4575
8	R	4576
9	R	4577
8	R	4578
9	R	4579
8	R	4580
9	R	4581
8	R	4582
9	R	4583
8	R	4584
9	R	4585
8	R	4586
9	R	4587
8	R	4588
9	R	4589
8	R	4590
9	R	4591
8	R	4592
9	R	4593
8	R	4594
9	R	4595
8	R	4596
9	R	4597
8	R	4598
9	R	4599
8	R	4600
9	R	4601
8	R	4602
9	R	4603
8	R	4604
9	R	4605
8	R	4606
9	R	4607
8	R	4608
9	R	4609
8	R	4610
9	R	4611
8	R	4612
9	R	4613
8	R	4614
9	R	4615
8	R	4616
9	R	4617
8	R	4618
9	R	4619
8	R	4620
9	R	4621
8	R	4622
9	R	4623
8	R	4624
9	R	4625
8	R	4626
9	R	4627
8	R	4628
9	R	4629
8	R	4630
9	R	4631
8	R	4632
9	R	4633
8	R	4634
9	R	4635
8	R	4636
9	R	4637
8	R	4638
9	R	4639
8	R	4640
9	R	4641
8	R	4642
9	R	4643
8	R	4644
9	R	4645
8	R	4646
9	R	4647
8	R	4648
9	R	4649
8	R	4650
9	R	4651
8	R	4652
9	R	4653
8	R	4654
9	R	4655
8	R	4656
9	R	4657
8	R	4658
9	R	4659
8	R	4660
9	R	4661
8	R	4662
9	R	4663
8	R	4664
9	R	4665
8	R	4666
9	R	4667
8	R	4668
9	R	4669
8	R	4670
9	R	4671
8	R	4672
9	R	4673
8	R	4674
9	R	4675
8	R	4676
9	R	4677
8	R	4678
9	R	4679
8	R	4680
9	R	4681
8	R	4682
9	R	4683
8	R	4684
9	R	4685
8	R	4686
9	R	4687
8	R	4688
9	R	4689
8	R	4690
9	R	4691
8	R	4692
9	R	4693
8	R	4694
9	R	4695
8	R	4695
0	R	4794
9	J	4796
9	R	4796
8	J	4895
8	R	4895
9	R	4896
8	R	4897
9	R	4898
8	R	4898
9	J	4999
9	R	4999
6	J	4999
6	R	4999
9	E	4999
6	W	4999
8	R	4999
7	J	5096
7	R	5096
8	E	5096
6	J	5097
6	R	5097
7	E	5097
4	J	5098
4	R	5098
6	E	5098
10	N	5099
10	J	5099
10	R	5099
4	R	5101
10	R	5101
4	R	5102
10	E	5102
0	R	5102
4	R	8267
0	R	8267
4	R	8321
0	R	8321
4	R	8430
0	R	8430
4	R	8524
0	R	8524
4	R	8579
0	R	8579
4	R	8688
0	R	8688
4	R	8690
0	R	8690
4	R	8779
0	R	8779
4	R	8873
1	J	8874
1	R	8875
4	E	8875
